start,start_lat,start_lon,minimum,finish,finish_lat,finish_lon
2010-08-15T12,74,50,972,2010-08-17T18,71,58
2010-08-25T00,73,110,976,2010-08-27T18,82,145
2010-08-30T00,74,100,980,2010-09-01T06,74,90
2010-10-04T06,68,350,976,2010-10-05T18,83,30
2010-10-03T12,67,260,976,2010-10-06T06,75,295
2010-10-13T06,58,50,972,2010-10-16T18,75,62
2010-10-18T00,68,358,976,2010-10-20T00,72,358
