start,start_lat,start_lon,minimum,finish,finish_lat,finish_lon
2014-09-08T00,80,182,984,2014-09-09T00,83,235
2014-09-13T18,81,20,980,2014-09-14T06,83,15
2014-09-24T06,64,335,956,2014-09-30T06,88,60
2014-10-02T06,61,340,972,2014-10-04T06,72,350
2014-10-16T06,55,335,976,2014-10-23T06,75,350
2014-10-22T06,64,330,976,2014-10-25T12,72,355
2014-10-24T12,65,335,968,2014-10-28T06,69,45
2014-10-29T12,70,28,980,2014-10-30T00,70,60
