start,start_lat,start_lon,minimum,finish,finish_lat,finish_lon
2013-08-06T12,78,150,980,2013-08-09T12,87,130
2013-08-10T18,83,125,984,2013-08-11T00,87,150
2013-08-29T06,78,30,984,2013-08-29T18,78,30
2013-09-09T18,58,310,976,2013-09-11T06,76,295
2013-09-12T06,66,340,976,2013-09-14T00,76,350
2013-10-03T00,80,35,980,2013-10-06T12,71,90
2013-10-10T18,75,35,980,2013-10-14T12,69,62
2013-10-19T12,98,35,980,2013-10-23T06,85,90
2013-10-24T18,74,55,980,2013-10-28T06,76,95
