start,start_lat,start_lon,minimum,finish,finish_lat,finish_lon
2012-08-05T06,73,178,968,2012-08-09T18,84,220
2012-09-11T08,52,310,972,2012-09-17T06,70,0
2012-09-21T00,75,50,980,2012-09-22T06,80,70
2012-10-13T06,81,175,976,2012-10-15T00,78,190
