start,start_lat,start_lon,minimum,finish,finish_lat,finish_lon
2020-08-14T06,73,345,980,2020-08-15T00,74,355
2020-09-06T18,67,340,972,2020-09-09T12,72,3
2020-09-10T12,64,335,976,2020-09-13T06,68,7
2020-09-20T12,65,340,968,2020-09-23T06,59,65
2020-0921T18,72,63,972,2020-09-24T18,87,50
2020-09-23T00,64,5,976,2020-09-25T06,80,62
2020-09-26T18,88,140,984,2020-09-27T06,88,130
