start,start_lat,start_lon,minimum,finish,finish_lat,finish_lon
2019-08-23T06,72,250,976,2019-08-25T18,78,225
2019-09-04T00,79,30,980,2019-09-06T00,87,10
2019-09-10T12,63,340,976,2019-09-13T06,75,350
2019-09-22T18,62,70,972,2019-09-25T18,70,70
2019-10-20T00,78,61,984,2019-10-21T00,78,85
2019-10-21T12,78,45,968,2019-1022T12,67,45
2019-10-21T12,68,355,980,2019-10-24T06,73,62
2019-10-26T00,66,20,976,2019-10-29T18,69,70
2019-10-29T00,71,190,980,2019-10-30T06,72,190
